track,sut,condition,policy,ability,n,pass_rate,avg_latency_s
ko_native,hclova_seed_15b,oracle,reflective,IE,19,0.2632,1.756
ko_native,hclova_seed_15b,oracle,reflective,KU,13,0.0,1.79
ko_native,hclova_seed_15b,oracle,reflective,MR,7,0.0,1.794
ko_native,hclova_seed_15b,oracle,reflective,REFL,6,,1.755
ko_native,hclova_seed_15b,oracle,reflective,TR,15,0.2,1.754
ko_native,hclova_seed_15b,retrieval,advisory,ABS,10,0.0,1.889
ko_native,hclova_seed_15b,retrieval,advisory,ALL,70,0.1094,1.831
ko_native,hclova_seed_15b,retrieval,advisory,IE,19,0.2632,1.83
ko_native,hclova_seed_15b,retrieval,advisory,KU,13,0.0769,1.803
ko_native,hclova_seed_15b,retrieval,advisory,MR,7,0.0,1.808
ko_native,hclova_seed_15b,retrieval,advisory,REFL,6,,1.812
ko_native,hclova_seed_15b,retrieval,advisory,TR,15,0.0667,1.838
ko_native,hclova_seed_15b,retrieval,reflective,ABS,10,0.0,1.818
ko_native,hclova_seed_15b,retrieval,reflective,ALL,70,0.0938,1.768
ko_native,hclova_seed_15b,retrieval,reflective,IE,19,0.1053,1.747
ko_native,hclova_seed_15b,retrieval,reflective,KU,13,0.1538,1.747
ko_native,hclova_seed_15b,retrieval,reflective,MR,7,0.1429,1.785
ko_native,hclova_seed_15b,retrieval,reflective,REFL,6,,1.754
ko_native,hclova_seed_15b,retrieval,reflective,TR,15,0.0667,1.778
ko_native,hclova_seed_15b_int4,no_node,advisory,ABS,10,0.0,3.37
ko_native,hclova_seed_15b_int4,no_node,advisory,ALL,70,0.0,3.367
ko_native,hclova_seed_15b_int4,no_node,advisory,IE,19,0.0,3.357
ko_native,hclova_seed_15b_int4,no_node,advisory,KU,13,0.0,3.376
ko_native,hclova_seed_15b_int4,no_node,advisory,MR,7,0.0,3.389
ko_native,hclova_seed_15b_int4,no_node,advisory,REFL,6,,3.354
ko_native,hclova_seed_15b_int4,no_node,advisory,TR,15,0.0,3.364
ko_native,hclova_seed_15b_int4,oracle,advisory,ABS,10,0.0,3.36
ko_native,hclova_seed_15b_int4,oracle,advisory,ALL,70,0.1406,3.368
ko_native,hclova_seed_15b_int4,oracle,advisory,IE,19,0.2105,3.368
ko_native,hclova_seed_15b_int4,oracle,advisory,KU,13,0.2308,3.378
ko_native,hclova_seed_15b_int4,oracle,advisory,MR,7,0.1429,3.368
ko_native,hclova_seed_15b_int4,oracle,advisory,REFL,6,,3.35
ko_native,hclova_seed_15b_int4,oracle,advisory,TR,15,0.0667,3.371
ko_native,hclova_seed_15b_int4,oracle,reflective,ABS,10,0.0,3.353
ko_native,hclova_seed_15b_int4,oracle,reflective,ALL,70,0.125,3.372
ko_native,hclova_seed_15b_int4,oracle,reflective,IE,19,0.1579,3.38
ko_native,hclova_seed_15b_int4,oracle,reflective,KU,13,0.1538,3.37
ko_native,hclova_seed_15b_int4,oracle,reflective,MR,7,0.1429,3.363
ko_native,hclova_seed_15b_int4,oracle,reflective,REFL,6,,3.369
ko_native,hclova_seed_15b_int4,oracle,reflective,TR,15,0.1333,3.384
ko_native,hclova_seed_15b_int4,retrieval,advisory,ABS,10,0.1,3.451
ko_native,hclova_seed_15b_int4,retrieval,advisory,ALL,70,0.1562,3.454
ko_native,hclova_seed_15b_int4,retrieval,advisory,IE,19,0.2105,3.451
ko_native,hclova_seed_15b_int4,retrieval,advisory,KU,13,0.1538,3.465
ko_native,hclova_seed_15b_int4,retrieval,advisory,MR,7,0.0,3.433
ko_native,hclova_seed_15b_int4,retrieval,advisory,REFL,6,,3.46
ko_native,hclova_seed_15b_int4,retrieval,advisory,TR,15,0.2,3.455
ko_native,hclova_seed_15b_int4,retrieval,reflective,ABS,10,0.0,3.348
ko_native,hclova_seed_15b_int4,retrieval,reflective,ALL,70,0.125,3.358
ko_native,hclova_seed_15b_int4,retrieval,reflective,IE,19,0.1579,3.368
ko_native,hclova_seed_15b_int4,retrieval,reflective,KU,13,0.1538,3.357
ko_native,hclova_seed_15b_int4,retrieval,reflective,MR,7,0.1429,3.351
ko_native,hclova_seed_15b_int4,retrieval,reflective,REFL,6,,3.345
ko_native,hclova_seed_15b_int4,retrieval,reflective,TR,15,0.1333,3.359
ko_native,kanana_8b,no_node,advisory,ABS,10,0.0,3.471
ko_native,kanana_8b,no_node,advisory,ALL,70,0.0156,3.253
ko_native,kanana_8b,no_node,advisory,IE,19,0.0,3.411
ko_native,kanana_8b,no_node,advisory,KU,13,0.0,3.092
ko_native,kanana_8b,no_node,advisory,MR,7,0.1429,3.22
ko_native,kanana_8b,no_node,advisory,REFL,6,,3.31
ko_native,kanana_8b,no_node,advisory,TR,15,0.0,3.037
ko_native,kanana_8b,oracle,advisory,ABS,10,0.0,3.381
ko_native,kanana_8b,oracle,advisory,ALL,70,0.0781,3.27
ko_native,kanana_8b,oracle,advisory,IE,19,0.1579,3.102
ko_native,kanana_8b,oracle,advisory,KU,13,0.1538,3.715
ko_native,kanana_8b,oracle,advisory,MR,7,0.0,3.335
ko_native,kanana_8b,oracle,advisory,REFL,6,,3.643
ko_native,kanana_8b,oracle,advisory,TR,15,0.0,2.844
ko_native,kanana_8b,oracle,reflective,ABS,10,0.0,2.437
ko_native,kanana_8b,oracle,reflective,ALL,70,0.2969,2.542
ko_native,kanana_8b,oracle,reflective,IE,19,0.3684,2.392
ko_native,kanana_8b,oracle,reflective,KU,13,0.1538,2.408
ko_native,kanana_8b,oracle,reflective,MR,7,0.2857,3.004
ko_native,kanana_8b,oracle,reflective,REFL,6,,2.961
ko_native,kanana_8b,oracle,reflective,TR,15,0.5333,2.532
ko_native,kanana_8b,retrieval,advisory,ABS,10,0.0,4.271
ko_native,kanana_8b,retrieval,advisory,ALL,70,0.1875,3.726
ko_native,kanana_8b,retrieval,advisory,IE,19,0.3158,3.574
ko_native,kanana_8b,retrieval,advisory,KU,13,0.2308,3.666
ko_native,kanana_8b,retrieval,advisory,MR,7,0.2857,3.864
ko_native,kanana_8b,retrieval,advisory,REFL,6,,3.471
ko_native,kanana_8b,retrieval,advisory,TR,15,0.0667,3.646
ko_native,kanana_8b,retrieval,reflective,ABS,10,0.0,3.498
ko_native,kanana_8b,retrieval,reflective,ALL,70,0.2188,3.375
ko_native,kanana_8b,retrieval,reflective,IE,19,0.3158,3.183
ko_native,kanana_8b,retrieval,reflective,KU,13,0.3846,3.444
ko_native,kanana_8b,retrieval,reflective,MR,7,0.0,3.65
ko_native,kanana_8b,retrieval,reflective,REFL,6,,3.588
ko_native,kanana_8b,retrieval,reflective,TR,15,0.2,3.261
ko_native,kanana_8b_int4,no_node,advisory,ABS,10,0.0,3.1
ko_native,kanana_8b_int4,no_node,advisory,ALL,70,0.0,3.173
ko_native,kanana_8b_int4,no_node,advisory,IE,19,0.0,3.272
ko_native,kanana_8b_int4,no_node,advisory,KU,13,0.0,3.017
ko_native,kanana_8b_int4,no_node,advisory,MR,7,0.0,3.712
ko_native,kanana_8b_int4,no_node,advisory,REFL,6,,3.568
ko_native,kanana_8b_int4,no_node,advisory,TR,15,0.0,2.822
ko_native,kanana_8b_int4,oracle,advisory,ABS,10,0.0,3.283
ko_native,kanana_8b_int4,oracle,advisory,ALL,70,0.1094,3.288
ko_native,kanana_8b_int4,oracle,advisory,IE,19,0.1579,2.978
ko_native,kanana_8b_int4,oracle,advisory,KU,13,0.1538,3.281
ko_native,kanana_8b_int4,oracle,advisory,MR,7,0.1429,4.243
ko_native,kanana_8b_int4,oracle,advisory,REFL,6,,3.531
ko_native,kanana_8b_int4,oracle,advisory,TR,15,0.0667,3.147
ko_native,kanana_8b_int4,oracle,reflective,ABS,10,0.0,2.246
ko_native,kanana_8b_int4,oracle,reflective,ALL,70,0.2656,2.71
ko_native,kanana_8b_int4,oracle,reflective,IE,19,0.4211,2.434
ko_native,kanana_8b_int4,oracle,reflective,KU,13,0.1538,3.082
ko_native,kanana_8b_int4,oracle,reflective,MR,7,0.0,2.86
ko_native,kanana_8b_int4,oracle,reflective,REFL,6,,3.501
ko_native,kanana_8b_int4,oracle,reflective,TR,15,0.4667,2.662
ko_native,kanana_8b_int4,retrieval,advisory,ABS,10,0.0,4.393
ko_native,kanana_8b_int4,retrieval,advisory,ALL,70,0.1875,3.595
ko_native,kanana_8b_int4,retrieval,advisory,IE,19,0.3158,3.223
ko_native,kanana_8b_int4,retrieval,advisory,KU,13,0.2308,3.509
ko_native,kanana_8b_int4,retrieval,advisory,MR,7,0.1429,3.542
ko_native,kanana_8b_int4,retrieval,advisory,REFL,6,,4.359
ko_native,kanana_8b_int4,retrieval,advisory,TR,15,0.1333,3.326
ko_native,kanana_8b_int4,retrieval,reflective,ABS,10,0.0,3.139
ko_native,kanana_8b_int4,retrieval,reflective,ALL,70,0.1875,3.16
ko_native,kanana_8b_int4,retrieval,reflective,IE,19,0.3158,2.798
ko_native,kanana_8b_int4,retrieval,reflective,KU,13,0.2308,3.142
ko_native,kanana_8b_int4,retrieval,reflective,MR,7,0.0,4.092
ko_native,kanana_8b_int4,retrieval,reflective,REFL,6,,3.575
ko_native,kanana_8b_int4,retrieval,reflective,TR,15,0.2,3.047
ko_native,kanana_nano,no_node,advisory,ABS,10,0.0,2.767
ko_native,kanana_nano,no_node,advisory,ALL,70,0.0469,2.253
ko_native,kanana_nano,no_node,advisory,IE,19,0.0526,2.19
ko_native,kanana_nano,no_node,advisory,KU,13,0.0,2.185
ko_native,kanana_nano,no_node,advisory,MR,7,0.0,2.174
ko_native,kanana_nano,no_node,advisory,REFL,6,,2.16
ko_native,kanana_nano,no_node,advisory,TR,15,0.1333,2.124
ko_native,kanana_nano,oracle,advisory,ABS,10,0.0,2.557
ko_native,kanana_nano,oracle,advisory,ALL,70,0.1562,2.405
ko_native,kanana_nano,oracle,advisory,IE,19,0.2632,2.215
ko_native,kanana_nano,oracle,advisory,KU,13,0.0769,2.299
ko_native,kanana_nano,oracle,advisory,MR,7,0.1429,2.474
ko_native,kanana_nano,oracle,advisory,REFL,6,,2.504
ko_native,kanana_nano,oracle,advisory,TR,15,0.2,2.565
ko_native,kanana_nano,oracle,reflective,ABS,10,0.1,1.756
ko_native,kanana_nano,oracle,reflective,ALL,70,0.1719,1.277
ko_native,kanana_nano,oracle,reflective,IE,19,0.3158,1.045
ko_native,kanana_nano,oracle,reflective,KU,13,0.0769,1.355
ko_native,kanana_nano,oracle,reflective,MR,7,0.0,1.476
ko_native,kanana_nano,oracle,reflective,REFL,6,,1.331
ko_native,kanana_nano,oracle,reflective,TR,15,0.2,1.071
ko_native,kanana_nano,retrieval,advisory,ABS,10,0.0,2.927
ko_native,kanana_nano,retrieval,advisory,ALL,70,0.1094,2.539
ko_native,kanana_nano,retrieval,advisory,IE,19,0.1053,2.308
ko_native,kanana_nano,retrieval,advisory,KU,13,0.1538,2.431
ko_native,kanana_nano,retrieval,advisory,MR,7,0.1429,2.573
ko_native,kanana_nano,retrieval,advisory,REFL,6,,2.595
ko_native,kanana_nano,retrieval,advisory,TR,15,0.1333,2.629
ko_native,kanana_nano,retrieval,reflective,ABS,10,0.0,1.822
ko_native,kanana_nano,retrieval,reflective,ALL,70,0.2031,1.386
ko_native,kanana_nano,retrieval,reflective,IE,19,0.3158,1.029
ko_native,kanana_nano,retrieval,reflective,KU,13,0.2308,1.381
ko_native,kanana_nano,retrieval,reflective,MR,7,0.1429,1.568
ko_native,kanana_nano,retrieval,reflective,REFL,6,,1.471
ko_native,kanana_nano,retrieval,reflective,TR,15,0.2,1.435
ko_native,kanana_nano_int4,no_node,advisory,ABS,10,0.0,5.163
ko_native,kanana_nano_int4,no_node,advisory,ALL,70,0.0625,4.834
ko_native,kanana_nano_int4,no_node,advisory,IE,19,0.0526,4.812
ko_native,kanana_nano_int4,no_node,advisory,KU,13,0.0,4.702
ko_native,kanana_nano_int4,no_node,advisory,MR,7,0.1429,5.046
ko_native,kanana_nano_int4,no_node,advisory,REFL,6,,4.76
ko_native,kanana_nano_int4,no_node,advisory,TR,15,0.1333,4.687
ko_native,kanana_nano_int4,oracle,advisory,ABS,10,0.0,4.966
ko_native,kanana_nano_int4,oracle,advisory,ALL,70,0.2031,5.054
ko_native,kanana_nano_int4,oracle,advisory,IE,19,0.2105,4.884
ko_native,kanana_nano_int4,oracle,advisory,KU,13,0.1538,4.809
ko_native,kanana_nano_int4,oracle,advisory,MR,7,0.4286,5.122
ko_native,kanana_nano_int4,oracle,advisory,REFL,6,,5.538
ko_native,kanana_nano_int4,oracle,advisory,TR,15,0.2667,5.317
ko_native,kanana_nano_int4,oracle,reflective,ABS,10,0.0,3.797
ko_native,kanana_nano_int4,oracle,reflective,ALL,70,0.1875,2.671
ko_native,kanana_nano_int4,oracle,reflective,IE,19,0.3158,2.065
ko_native,kanana_nano_int4,oracle,reflective,KU,13,0.1538,2.659
ko_native,kanana_nano_int4,oracle,reflective,MR,7,0.0,2.608
ko_native,kanana_nano_int4,oracle,reflective,REFL,6,,2.871
ko_native,kanana_nano_int4,oracle,reflective,TR,15,0.2667,2.647
ko_native,kanana_nano_int4,retrieval,advisory,ABS,10,0.0,5.213
ko_native,kanana_nano_int4,retrieval,advisory,ALL,70,0.2031,5.221
ko_native,kanana_nano_int4,retrieval,advisory,IE,19,0.2105,5.034
ko_native,kanana_nano_int4,retrieval,advisory,KU,13,0.3077,5.033
ko_native,kanana_nano_int4,retrieval,advisory,MR,7,0.1429,5.309
ko_native,kanana_nano_int4,retrieval,advisory,REFL,6,,5.519
ko_native,kanana_nano_int4,retrieval,advisory,TR,15,0.2667,5.467
ko_native,kanana_nano_int4,retrieval,reflective,ABS,10,0.0,3.938
ko_native,kanana_nano_int4,retrieval,reflective,ALL,70,0.1719,2.898
ko_native,kanana_nano_int4,retrieval,reflective,IE,19,0.2632,2.528
ko_native,kanana_nano_int4,retrieval,reflective,KU,13,0.2308,2.648
ko_native,kanana_nano_int4,retrieval,reflective,MR,7,0.1429,2.8
ko_native,kanana_nano_int4,retrieval,reflective,REFL,6,,3.538
ko_native,kanana_nano_int4,retrieval,reflective,TR,15,0.1333,2.68
ko_native,open_ko_8b,no_node,advisory,ABS,10,0.0,3.912
ko_native,open_ko_8b,no_node,advisory,ALL,70,0.0625,3.412
ko_native,open_ko_8b,no_node,advisory,IE,19,0.0526,3.262
ko_native,open_ko_8b,no_node,advisory,KU,13,0.0769,3.145
ko_native,open_ko_8b,no_node,advisory,MR,7,0.1429,3.358
ko_native,open_ko_8b,no_node,advisory,REFL,6,,3.522
ko_native,open_ko_8b,no_node,advisory,TR,15,0.0667,3.48
ko_native,open_ko_8b,oracle,advisory,ABS,10,0.0,3.908
ko_native,open_ko_8b,oracle,advisory,ALL,70,0.125,3.635
ko_native,open_ko_8b,oracle,advisory,IE,19,0.1579,3.486
ko_native,open_ko_8b,oracle,advisory,KU,13,0.1538,3.623
ko_native,open_ko_8b,oracle,advisory,MR,7,0.1429,3.432
ko_native,open_ko_8b,oracle,advisory,REFL,6,,4.255
ko_native,open_ko_8b,oracle,advisory,TR,15,0.1333,3.497
ko_native,open_ko_8b,oracle,reflective,ABS,10,0.0,3.762
ko_native,open_ko_8b,oracle,reflective,ALL,70,0.1406,3.058
ko_native,open_ko_8b,oracle,reflective,IE,19,0.2632,2.913
ko_native,open_ko_8b,oracle,reflective,KU,13,0.0769,2.706
ko_native,open_ko_8b,oracle,reflective,MR,7,0.0,3.988
ko_native,open_ko_8b,oracle,reflective,REFL,6,,4.049
ko_native,open_ko_8b,oracle,reflective,TR,15,0.2,2.249
ko_native,open_ko_8b,retrieval,advisory,ABS,10,0.0,4.339
ko_native,open_ko_8b,retrieval,advisory,ALL,70,0.1719,3.867
ko_native,open_ko_8b,retrieval,advisory,IE,19,0.2632,3.625
ko_native,open_ko_8b,retrieval,advisory,KU,13,0.2308,3.769
ko_native,open_ko_8b,retrieval,advisory,MR,7,0.1429,3.9
ko_native,open_ko_8b,retrieval,advisory,REFL,6,,3.672
ko_native,open_ko_8b,retrieval,advisory,TR,15,0.1333,4.004
ko_native,open_ko_8b,retrieval,reflective,ABS,10,0.1,4.215
ko_native,open_ko_8b,retrieval,reflective,ALL,70,0.1094,3.236
ko_native,open_ko_8b,retrieval,reflective,IE,19,0.2105,3.513
ko_native,open_ko_8b,retrieval,reflective,KU,13,0.1538,2.589
ko_native,open_ko_8b,retrieval,reflective,MR,7,0.0,3.031
ko_native,open_ko_8b,retrieval,reflective,REFL,6,,3.218
ko_native,open_ko_8b,retrieval,reflective,TR,15,0.0,2.895
ko_native,qwen25_3b,no_node,advisory,ABS,10,0.0,2.003
ko_native,qwen25_3b,no_node,advisory,ALL,70,0.0312,1.902
ko_native,qwen25_3b,no_node,advisory,IE,19,0.0,1.65
ko_native,qwen25_3b,no_node,advisory,KU,13,0.0769,1.992
ko_native,qwen25_3b,no_node,advisory,MR,7,0.0,1.994
ko_native,qwen25_3b,no_node,advisory,REFL,6,,1.969
ko_native,qwen25_3b,no_node,advisory,TR,15,0.0667,2.008
ko_native,qwen25_3b,oracle,advisory,ABS,10,0.0,1.897
ko_native,qwen25_3b,oracle,advisory,ALL,70,0.1094,2.164
ko_native,qwen25_3b,oracle,advisory,IE,19,0.1579,2.193
ko_native,qwen25_3b,oracle,advisory,KU,13,0.1538,2.2
ko_native,qwen25_3b,oracle,advisory,MR,7,0.1429,2.753
ko_native,qwen25_3b,oracle,advisory,REFL,6,,1.851
ko_native,qwen25_3b,oracle,advisory,TR,15,0.0667,2.124
ko_native,qwen25_3b,oracle,reflective,ABS,10,0.0,0.732
ko_native,qwen25_3b,oracle,reflective,ALL,70,0.0625,0.739
ko_native,qwen25_3b,oracle,reflective,IE,19,0.1053,0.652
ko_native,qwen25_3b,oracle,reflective,KU,13,0.0769,0.714
ko_native,qwen25_3b,oracle,reflective,MR,7,0.0,1.019
ko_native,qwen25_3b,oracle,reflective,REFL,6,,0.849
ko_native,qwen25_3b,oracle,reflective,TR,15,0.0667,0.702
ko_native,qwen25_3b,retrieval,advisory,ABS,10,0.0,3.236
ko_native,qwen25_3b,retrieval,advisory,ALL,70,0.125,2.66
ko_native,qwen25_3b,retrieval,advisory,IE,19,0.2105,2.546
ko_native,qwen25_3b,retrieval,advisory,KU,13,0.1538,2.198
ko_native,qwen25_3b,retrieval,advisory,MR,7,0.1429,2.955
ko_native,qwen25_3b,retrieval,advisory,REFL,6,,2.671
ko_native,qwen25_3b,retrieval,advisory,TR,15,0.0667,2.681
ko_native,qwen25_3b,retrieval,reflective,ABS,10,0.0,0.948
ko_native,qwen25_3b,retrieval,reflective,ALL,70,0.0938,0.955
ko_native,qwen25_3b,retrieval,reflective,IE,19,0.2105,0.924
ko_native,qwen25_3b,retrieval,reflective,KU,13,0.0,0.889
ko_native,qwen25_3b,retrieval,reflective,MR,7,0.1429,1.048
ko_native,qwen25_3b,retrieval,reflective,REFL,6,,1.027
ko_native,qwen25_3b,retrieval,reflective,TR,15,0.0667,0.984
ko_native,qwen25_3b_int4,no_node,advisory,ABS,10,0.0,4.268
ko_native,qwen25_3b_int4,no_node,advisory,ALL,70,0.0156,4.066
ko_native,qwen25_3b_int4,no_node,advisory,IE,19,0.0,3.803
ko_native,qwen25_3b_int4,no_node,advisory,KU,13,0.0,3.729
ko_native,qwen25_3b_int4,no_node,advisory,MR,7,0.1429,4.498
ko_native,qwen25_3b_int4,no_node,advisory,REFL,6,,4.749
ko_native,qwen25_3b_int4,no_node,advisory,TR,15,0.0,4.084
ko_native,qwen25_3b_int4,oracle,advisory,ABS,10,0.0,4.425
ko_native,qwen25_3b_int4,oracle,advisory,ALL,70,0.1094,4.009
ko_native,qwen25_3b_int4,oracle,advisory,IE,19,0.1579,3.603
ko_native,qwen25_3b_int4,oracle,advisory,KU,13,0.1538,4.159
ko_native,qwen25_3b_int4,oracle,advisory,MR,7,0.1429,4.519
ko_native,qwen25_3b_int4,oracle,advisory,REFL,6,,4.257
ko_native,qwen25_3b_int4,oracle,advisory,TR,15,0.0667,3.778
ko_native,qwen25_3b_int4,oracle,reflective,ABS,10,0.0,1.696
ko_native,qwen25_3b_int4,oracle,reflective,ALL,70,0.0938,1.5
ko_native,qwen25_3b_int4,oracle,reflective,IE,19,0.1579,1.218
ko_native,qwen25_3b_int4,oracle,reflective,KU,13,0.1538,1.533
ko_native,qwen25_3b_int4,oracle,reflective,MR,7,0.0,1.731
ko_native,qwen25_3b_int4,oracle,reflective,REFL,6,,1.83
ko_native,qwen25_3b_int4,oracle,reflective,TR,15,0.0667,1.458
ko_native,qwen25_3b_int4,retrieval,advisory,ABS,10,0.0,4.437
ko_native,qwen25_3b_int4,retrieval,advisory,ALL,70,0.125,4.813
ko_native,qwen25_3b_int4,retrieval,advisory,IE,19,0.1053,5.028
ko_native,qwen25_3b_int4,retrieval,advisory,KU,13,0.2308,4.4
ko_native,qwen25_3b_int4,retrieval,advisory,MR,7,0.1429,5.604
ko_native,qwen25_3b_int4,retrieval,advisory,REFL,6,,4.866
ko_native,qwen25_3b_int4,retrieval,advisory,TR,15,0.1333,4.758
ko_native,qwen25_3b_int4,retrieval,reflective,ABS,10,0.1,1.922
ko_native,qwen25_3b_int4,retrieval,reflective,ALL,70,0.1094,1.813
ko_native,qwen25_3b_int4,retrieval,reflective,IE,19,0.1579,1.6
ko_native,qwen25_3b_int4,retrieval,reflective,KU,13,0.1538,1.659
ko_native,qwen25_3b_int4,retrieval,reflective,MR,7,0.0,2.598
ko_native,qwen25_3b_int4,retrieval,reflective,REFL,6,,2.442
ko_native,qwen25_3b_int4,retrieval,reflective,TR,15,0.0667,1.526
ko_native,qwen25_7b,no_node,advisory,ABS,10,0.0,3.16
ko_native,qwen25_7b,no_node,advisory,ALL,70,0.0469,2.737
ko_native,qwen25_7b,no_node,advisory,IE,19,0.0,2.59
ko_native,qwen25_7b,no_node,advisory,KU,13,0.0769,2.7
ko_native,qwen25_7b,no_node,advisory,MR,7,0.1429,2.548
ko_native,qwen25_7b,no_node,advisory,REFL,6,,3.151
ko_native,qwen25_7b,no_node,advisory,TR,15,0.0667,2.597
ko_native,qwen25_7b,oracle,advisory,ABS,10,0.0,3.154
ko_native,qwen25_7b,oracle,advisory,ALL,70,0.0625,2.58
ko_native,qwen25_7b,oracle,advisory,IE,19,0.0526,2.198
ko_native,qwen25_7b,oracle,advisory,KU,13,0.0769,2.859
ko_native,qwen25_7b,oracle,advisory,MR,7,0.0,3.004
ko_native,qwen25_7b,oracle,advisory,REFL,6,,2.915
ko_native,qwen25_7b,oracle,advisory,TR,15,0.1333,2.11
ko_native,qwen25_7b,oracle,reflective,ABS,10,0.0,2.03
ko_native,qwen25_7b,oracle,reflective,ALL,70,0.1562,1.987
ko_native,qwen25_7b,oracle,reflective,IE,19,0.2632,1.952
ko_native,qwen25_7b,oracle,reflective,KU,13,0.0769,2.135
ko_native,qwen25_7b,oracle,reflective,MR,7,0.0,2.0
ko_native,qwen25_7b,oracle,reflective,REFL,6,,2.169
ko_native,qwen25_7b,oracle,reflective,TR,15,0.2667,1.795
ko_native,qwen25_7b,retrieval,advisory,ABS,10,0.1,3.399
ko_native,qwen25_7b,retrieval,advisory,ALL,70,0.1094,3.151
ko_native,qwen25_7b,retrieval,advisory,IE,19,0.2632,2.887
ko_native,qwen25_7b,retrieval,advisory,KU,13,0.0769,3.084
ko_native,qwen25_7b,retrieval,advisory,MR,7,0.0,3.159
ko_native,qwen25_7b,retrieval,advisory,REFL,6,,3.652
ko_native,qwen25_7b,retrieval,advisory,TR,15,0.0,3.173
ko_native,qwen25_7b,retrieval,reflective,ABS,10,0.0,2.805
ko_native,qwen25_7b,retrieval,reflective,ALL,70,0.1406,2.183
ko_native,qwen25_7b,retrieval,reflective,IE,19,0.2105,1.805
ko_native,qwen25_7b,retrieval,reflective,KU,13,0.0769,2.248
ko_native,qwen25_7b,retrieval,reflective,MR,7,0.1429,2.328
ko_native,qwen25_7b,retrieval,reflective,REFL,6,,2.262
ko_native,qwen25_7b,retrieval,reflective,TR,15,0.2,2.09
ko_translated,bllossom_8b,no_node,advisory,ABS,20,0.0,4.901
ko_translated,bllossom_8b,no_node,advisory,ALL,100,0.0,4.901
ko_translated,bllossom_8b,no_node,advisory,IE,20,0.0,4.901
ko_translated,bllossom_8b,no_node,advisory,KU,20,0.0,4.901
ko_translated,bllossom_8b,no_node,advisory,MR,20,0.0,4.9
ko_translated,bllossom_8b,no_node,advisory,TR,20,0.0,4.901
ko_translated,bllossom_8b,oracle,advisory,ABS,20,0.15,5.948
ko_translated,bllossom_8b,oracle,advisory,ALL,100,0.03,5.873
ko_translated,bllossom_8b,oracle,advisory,IE,20,0.0,5.263
ko_translated,bllossom_8b,oracle,advisory,KU,20,0.0,5.776
ko_translated,bllossom_8b,oracle,advisory,MR,20,0.0,6.455
ko_translated,bllossom_8b,oracle,advisory,TR,20,0.0,5.924
ko_translated,bllossom_8b,oracle,reflective,ABS,20,0.05,5.958
ko_translated,bllossom_8b,oracle,reflective,ALL,100,0.01,5.886
ko_translated,bllossom_8b,oracle,reflective,IE,20,0.0,5.273
ko_translated,bllossom_8b,oracle,reflective,KU,20,0.0,5.789
ko_translated,bllossom_8b,oracle,reflective,MR,20,0.0,6.469
ko_translated,bllossom_8b,oracle,reflective,TR,20,0.0,5.939
ko_translated,bllossom_8b,retrieval,advisory,ABS,20,0.2,5.938
ko_translated,bllossom_8b,retrieval,advisory,ALL,100,0.04,6.127
ko_translated,bllossom_8b,retrieval,advisory,IE,20,0.0,5.993
ko_translated,bllossom_8b,retrieval,advisory,KU,20,0.0,6.261
ko_translated,bllossom_8b,retrieval,advisory,MR,20,0.0,6.502
ko_translated,bllossom_8b,retrieval,advisory,TR,20,0.0,5.943
ko_translated,bllossom_8b,retrieval,reflective,ABS,20,0.05,5.947
ko_translated,bllossom_8b,retrieval,reflective,ALL,100,0.01,6.137
ko_translated,bllossom_8b,retrieval,reflective,IE,20,0.0,6.003
ko_translated,bllossom_8b,retrieval,reflective,KU,20,0.0,6.27
ko_translated,bllossom_8b,retrieval,reflective,MR,20,0.0,6.513
ko_translated,bllossom_8b,retrieval,reflective,TR,20,0.0,5.954
ko_translated,hclova_seed_15b,no_node,advisory,ABS,20,0.0,1.745
ko_translated,hclova_seed_15b,no_node,advisory,ALL,100,0.0,1.745
ko_translated,hclova_seed_15b,no_node,advisory,IE,20,0.0,1.744
ko_translated,hclova_seed_15b,no_node,advisory,KU,20,0.0,1.747
ko_translated,hclova_seed_15b,no_node,advisory,MR,20,0.0,1.745
ko_translated,hclova_seed_15b,no_node,advisory,TR,20,0.0,1.746
ko_translated,hclova_seed_15b,oracle,advisory,ABS,20,0.1,1.999
ko_translated,hclova_seed_15b,oracle,advisory,ALL,100,0.02,1.984
ko_translated,hclova_seed_15b,oracle,advisory,IE,20,0.0,1.787
ko_translated,hclova_seed_15b,oracle,advisory,KU,20,0.0,1.921
ko_translated,hclova_seed_15b,oracle,advisory,MR,20,0.0,2.217
ko_translated,hclova_seed_15b,oracle,advisory,TR,20,0.0,1.995
ko_translated,hclova_seed_15b,oracle,reflective,ABS,20,0.0,2.004
ko_translated,hclova_seed_15b,oracle,reflective,ALL,100,0.0,1.987
ko_translated,hclova_seed_15b,oracle,reflective,IE,20,0.0,1.785
ko_translated,hclova_seed_15b,oracle,reflective,KU,20,0.0,1.923
ko_translated,hclova_seed_15b,oracle,reflective,MR,20,0.0,2.222
ko_translated,hclova_seed_15b,oracle,reflective,TR,20,0.0,2.0
ko_translated,hclova_seed_15b,retrieval,advisory,ABS,20,0.05,2.039
ko_translated,hclova_seed_15b,retrieval,advisory,ALL,100,0.01,2.112
ko_translated,hclova_seed_15b,retrieval,advisory,IE,20,0.0,2.052
ko_translated,hclova_seed_15b,retrieval,advisory,KU,20,0.0,2.168
